Numéro d'Étudiant,promotion,nom,prenom,date_naissance,email,telephone,adresse
2012000837,M1,Nom837,Prenom837,12/04/1983,prenom837.nom837@example.com,1652542900,Adresse837
2012000838,L0,Nom838,Prenom838,16/12/1995,prenom838.nom838@example.com,1306583504,Adresse838
2012000839,M0,Nom839,Prenom839,04/09/1984,prenom839.nom839@example.com,1462556416,Adresse839
2012000840,L1,Nom840,Prenom840,27/02/1993,prenom840.nom840@example.com,1412721637,Adresse840
2012000841,M1,Nom841,Prenom841,06/12/1994,prenom841.nom841@example.com,1120129993,Adresse841
2012000842,M1,Nom842,Prenom842,20/01/2004,prenom842.nom842@example.com,1256704799,Adresse842
2012000843,M0,Nom843,Prenom843,20/05/1981,prenom843.nom843@example.com,1713383795,Adresse843
2012000844,M1,Nom844,Prenom844,21/12/2005,prenom844.nom844@example.com,1475206177,Adresse844
2012000845,L0,Nom845,Prenom845,09/10/1986,prenom845.nom845@example.com,1467107949,Adresse845
2012000846,L0,Nom846,Prenom846,11/05/1995,prenom846.nom846@example.com,1831817667,Adresse846
2012000847,M1,Nom847,Prenom847,27/08/1981,prenom847.nom847@example.com,1034222433,Adresse847
2012000848,L1,Nom848,Prenom848,21/04/2002,prenom848.nom848@example.com,1480568077,Adresse848
2012000849,L1,Nom849,Prenom849,07/12/1992,prenom849.nom849@example.com,1862292236,Adresse849
2012000850,L2,Nom850,Prenom850,06/12/2003,prenom850.nom850@example.com,1869409712,Adresse850
2012000851,M0,Nom851,Prenom851,22/05/1995,prenom851.nom851@example.com,1535838877,Adresse851
2012000852,L1,Nom852,Prenom852,02/09/1998,prenom852.nom852@example.com,1143707732,Adresse852
2012000853,L2,Nom853,Prenom853,07/01/2003,prenom853.nom853@example.com,1782810580,Adresse853
2012000854,L2,Nom854,Prenom854,01/09/2002,prenom854.nom854@example.com,1790913260,Adresse854
2012000855,M1,Nom855,Prenom855,25/06/1996,prenom855.nom855@example.com,1014877658,Adresse855
2012000856,L1,Nom856,Prenom856,23/02/2001,prenom856.nom856@example.com,1162204536,Adresse856
2012000857,L0,Nom857,Prenom857,19/02/2003,prenom857.nom857@example.com,1663657560,Adresse857
2012000858,M0,Nom858,Prenom858,13/05/1995,prenom858.nom858@example.com,1273173658,Adresse858
2012000859,L0,Nom859,Prenom859,12/03/1992,prenom859.nom859@example.com,1353444874,Adresse859
2012000860,M0,Nom860,Prenom860,13/04/1997,prenom860.nom860@example.com,1844620101,Adresse860
2012000861,M0,Nom861,Prenom861,09/09/1987,prenom861.nom861@example.com,1799413864,Adresse861
2012000862,M1,Nom862,Prenom862,05/06/2000,prenom862.nom862@example.com,1685553468,Adresse862
2012000863,L2,Nom863,Prenom863,23/12/1995,prenom863.nom863@example.com,1783936861,Adresse863
2012000864,L2,Nom864,Prenom864,14/08/2005,prenom864.nom864@example.com,1738740903,Adresse864
2012000865,M1,Nom865,Prenom865,16/11/1999,prenom865.nom865@example.com,1184698315,Adresse865
2012000866,L1,Nom866,Prenom866,24/11/2004,prenom866.nom866@example.com,1784305211,Adresse866
2012000867,M0,Nom867,Prenom867,26/07/1980,prenom867.nom867@example.com,1184626319,Adresse867
2012000868,L1,Nom868,Prenom868,19/06/1996,prenom868.nom868@example.com,1761681804,Adresse868
2012000869,M0,Nom869,Prenom869,13/03/1985,prenom869.nom869@example.com,1670222833,Adresse869
2012000870,M1,Nom870,Prenom870,22/05/1995,prenom870.nom870@example.com,1258619434,Adresse870
2012000871,M0,Nom871,Prenom871,15/04/2002,prenom871.nom871@example.com,1189842848,Adresse871
2012000872,M1,Nom872,Prenom872,11/09/2001,prenom872.nom872@example.com,1348664981,Adresse872
2012000873,L1,Nom873,Prenom873,16/01/1987,prenom873.nom873@example.com,1195762367,Adresse873
2012000874,L1,Nom874,Prenom874,03/10/2000,prenom874.nom874@example.com,1254582193,Adresse874
2012000875,M1,Nom875,Prenom875,01/11/1997,prenom875.nom875@example.com,1876195592,Adresse875
2012000876,L1,Nom876,Prenom876,25/02/1981,prenom876.nom876@example.com,1724871439,Adresse876
2012000877,L2,Nom877,Prenom877,22/11/1994,prenom877.nom877@example.com,1046174387,Adresse877
2012000878,M1,Nom878,Prenom878,15/05/1986,prenom878.nom878@example.com,1711330516,Adresse878
2012000879,L1,Nom879,Prenom879,26/05/1982,prenom879.nom879@example.com,1668439631,Adresse879
2012000880,L1,Nom880,Prenom880,28/02/1992,prenom880.nom880@example.com,1396437927,Adresse880
2012000881,L0,Nom881,Prenom881,23/11/1994,prenom881.nom881@example.com,1109702138,Adresse881
2012000882,L2,Nom882,Prenom882,10/03/1993,prenom882.nom882@example.com,1837097715,Adresse882
2012000883,M0,Nom883,Prenom883,24/02/1990,prenom883.nom883@example.com,1877037206,Adresse883
2012000884,L2,Nom884,Prenom884,17/04/1990,prenom884.nom884@example.com,1707228562,Adresse884
2012000885,L0,Nom885,Prenom885,27/05/2004,prenom885.nom885@example.com,1678519906,Adresse885
2012000886,M1,Nom886,Prenom886,21/05/2002,prenom886.nom886@example.com,1394004974,Adresse886
2012000887,M0,Nom887,Prenom887,03/10/2004,prenom887.nom887@example.com,1128931039,Adresse887
2012000888,M1,Nom888,Prenom888,22/12/1988,prenom888.nom888@example.com,1499134586,Adresse888
2012000889,L0,Nom889,Prenom889,13/06/2003,prenom889.nom889@example.com,1791903251,Adresse889
2012000890,L0,Nom890,Prenom890,13/04/1981,prenom890.nom890@example.com,1880685082,Adresse890
2012000891,M0,Nom891,Prenom891,09/12/2005,prenom891.nom891@example.com,1553362839,Adresse891
2012000892,M0,Nom892,Prenom892,12/02/1989,prenom892.nom892@example.com,1731359570,Adresse892
2012000893,M1,Nom893,Prenom893,02/04/1992,prenom893.nom893@example.com,1724502349,Adresse893
2012000894,M0,Nom894,Prenom894,01/12/1998,prenom894.nom894@example.com,1323390819,Adresse894
2012000895,M0,Nom895,Prenom895,12/06/1995,prenom895.nom895@example.com,1626773686,Adresse895
2012000896,M1,Nom896,Prenom896,08/05/1997,prenom896.nom896@example.com,1634507857,Adresse896
2012000897,M1,Nom897,Prenom897,28/02/1995,prenom897.nom897@example.com,1809848031,Adresse897
2012000898,L0,Nom898,Prenom898,16/01/2002,prenom898.nom898@example.com,1246497371,Adresse898
2012000899,L0,Nom899,Prenom899,06/04/1980,prenom899.nom899@example.com,1125230463,Adresse899
2012000900,M1,Nom900,Prenom900,01/10/1996,prenom900.nom900@example.com,1229487593,Adresse900
2012000901,M0,Nom901,Prenom901,09/11/1986,prenom901.nom901@example.com,1612716624,Adresse901
2012000902,M1,Nom902,Prenom902,08/06/1988,prenom902.nom902@example.com,1148542134,Adresse902
2012000903,M0,Nom903,Prenom903,14/02/1988,prenom903.nom903@example.com,1882001367,Adresse903
2012000904,M1,Nom904,Prenom904,25/07/1998,prenom904.nom904@example.com,1319268363,Adresse904
2012000905,M1,Nom905,Prenom905,26/04/1995,prenom905.nom905@example.com,1541613894,Adresse905
2012000906,L1,Nom906,Prenom906,09/07/1995,prenom906.nom906@example.com,1352708865,Adresse906
2012000907,M1,Nom907,Prenom907,16/12/1983,prenom907.nom907@example.com,1489158647,Adresse907
2012000908,M1,Nom908,Prenom908,03/07/1984,prenom908.nom908@example.com,1895226114,Adresse908
2012000909,L0,Nom909,Prenom909,21/01/2000,prenom909.nom909@example.com,1581249492,Adresse909
2012000910,L1,Nom910,Prenom910,19/11/1989,prenom910.nom910@example.com,1456435143,Adresse910
2012000911,L1,Nom911,Prenom911,10/01/2005,prenom911.nom911@example.com,1017665419,Adresse911
2012000912,M0,Nom912,Prenom912,19/06/1983,prenom912.nom912@example.com,1505859770,Adresse912
2012000913,M1,Nom913,Prenom913,05/01/2003,prenom913.nom913@example.com,1035865332,Adresse913
2012000914,M0,Nom914,Prenom914,12/02/2000,prenom914.nom914@example.com,1050783140,Adresse914
2012000915,L0,Nom915,Prenom915,16/02/1999,prenom915.nom915@example.com,1174915053,Adresse915
2012000916,M0,Nom916,Prenom916,26/04/1985,prenom916.nom916@example.com,1543851784,Adresse916
2012000917,M0,Nom917,Prenom917,12/10/1994,prenom917.nom917@example.com,1023230807,Adresse917
2012000918,M1,Nom918,Prenom918,18/10/1984,prenom918.nom918@example.com,1546858812,Adresse918
2012000919,L0,Nom919,Prenom919,05/08/1990,prenom919.nom919@example.com,1859142386,Adresse919
2012000920,L1,Nom920,Prenom920,01/07/2005,prenom920.nom920@example.com,1578809545,Adresse920
2012000921,L0,Nom921,Prenom921,27/05/1980,prenom921.nom921@example.com,1154434236,Adresse921
2012000922,M1,Nom922,Prenom922,23/05/1992,prenom922.nom922@example.com,1684684093,Adresse922
2012000923,M0,Nom923,Prenom923,03/11/1995,prenom923.nom923@example.com,1369962047,Adresse923
2012000924,L0,Nom924,Prenom924,14/02/1981,prenom924.nom924@example.com,1878689663,Adresse924
2012000925,M0,Nom925,Prenom925,25/04/1996,prenom925.nom925@example.com,1526685848,Adresse925
2012000926,L2,Nom926,Prenom926,26/03/1998,prenom926.nom926@example.com,1733146835,Adresse926
2012000927,L2,Nom927,Prenom927,18/07/1980,prenom927.nom927@example.com,1318764478,Adresse927
2012000928,L1,Nom928,Prenom928,11/10/1996,prenom928.nom928@example.com,1304041026,Adresse928
2012000929,M0,Nom929,Prenom929,13/02/1997,prenom929.nom929@example.com,1892429629,Adresse929
2012000930,M1,Nom930,Prenom930,06/08/1997,prenom930.nom930@example.com,1514962132,Adresse930
2012000931,M1,Nom931,Prenom931,15/02/1983,prenom931.nom931@example.com,1814783935,Adresse931
2012000932,M0,Nom932,Prenom932,24/12/1987,prenom932.nom932@example.com,1844605542,Adresse932
2012000933,L1,Nom933,Prenom933,03/02/1981,prenom933.nom933@example.com,1814865699,Adresse933
2012000934,M0,Nom934,Prenom934,02/06/1998,prenom934.nom934@example.com,1614232907,Adresse934
2012000935,M1,Nom935,Prenom935,19/06/2001,prenom935.nom935@example.com,1023891576,Adresse935
2012000936,M0,Nom936,Prenom936,14/02/1982,prenom936.nom936@example.com,1590679169,Adresse936
2012000937,M0,Nom937,Prenom937,19/09/1991,prenom937.nom937@example.com,1846529148,Adresse937
2012000938,M1,Nom938,Prenom938,26/10/1981,prenom938.nom938@example.com,1762074768,Adresse938
2012000939,M0,Nom939,Prenom939,04/11/1989,prenom939.nom939@example.com,1654542525,Adresse939
2012000940,M0,Nom940,Prenom940,02/07/1994,prenom940.nom940@example.com,1197739034,Adresse940
2012000941,L1,Nom941,Prenom941,14/01/1993,prenom941.nom941@example.com,1841071659,Adresse941
2012000942,L0,Nom942,Prenom942,24/12/1991,prenom942.nom942@example.com,1493560158,Adresse942
2012000943,L2,Nom943,Prenom943,08/02/1990,prenom943.nom943@example.com,1705282957,Adresse943
2012000944,L0,Nom944,Prenom944,13/10/1989,prenom944.nom944@example.com,1729437713,Adresse944
2012000945,L0,Nom945,Prenom945,04/04/1996,prenom945.nom945@example.com,1780704223,Adresse945
2012000946,L0,Nom946,Prenom946,28/01/2003,prenom946.nom946@example.com,1829453363,Adresse946
2012000947,L1,Nom947,Prenom947,26/06/1990,prenom947.nom947@example.com,1141653887,Adresse947
2012000948,L1,Nom948,Prenom948,12/04/2001,prenom948.nom948@example.com,1462826084,Adresse948
2012000949,L1,Nom949,Prenom949,02/12/2003,prenom949.nom949@example.com,1437465000,Adresse949
2012000950,L0,Nom950,Prenom950,27/05/1987,prenom950.nom950@example.com,1295685613,Adresse950
2012000951,M1,Nom951,Prenom951,26/11/1987,prenom951.nom951@example.com,1444764146,Adresse951
2012000952,L0,Nom952,Prenom952,22/02/1981,prenom952.nom952@example.com,1563960919,Adresse952
2012000953,L0,Nom953,Prenom953,14/05/1999,prenom953.nom953@example.com,1613606604,Adresse953
2012000954,M0,Nom954,Prenom954,22/07/1990,prenom954.nom954@example.com,1792953866,Adresse954
2012000955,L0,Nom955,Prenom955,11/05/2004,prenom955.nom955@example.com,1652465490,Adresse955
2012000956,L2,Nom956,Prenom956,09/10/2000,prenom956.nom956@example.com,1460255774,Adresse956
2012000957,L2,Nom957,Prenom957,04/03/1998,prenom957.nom957@example.com,1822608624,Adresse957
2012000958,M0,Nom958,Prenom958,11/08/2005,prenom958.nom958@example.com,1755833546,Adresse958
2012000959,L1,Nom959,Prenom959,23/10/2000,prenom959.nom959@example.com,1547457275,Adresse959
2012000960,L2,Nom960,Prenom960,24/07/1999,prenom960.nom960@example.com,1299893011,Adresse960
2012000961,M1,Nom961,Prenom961,02/03/1983,prenom961.nom961@example.com,1705010761,Adresse961
2012000962,L0,Nom962,Prenom962,17/06/1985,prenom962.nom962@example.com,1822493662,Adresse962
2012000963,M0,Nom963,Prenom963,18/02/1981,prenom963.nom963@example.com,1009978676,Adresse963
2012000964,M0,Nom964,Prenom964,01/07/2005,prenom964.nom964@example.com,1187626383,Adresse964
2012000965,M0,Nom965,Prenom965,16/08/1983,prenom965.nom965@example.com,1850182917,Adresse965
2012000966,M0,Nom966,Prenom966,05/02/1988,prenom966.nom966@example.com,1646146742,Adresse966
2012000967,L2,Nom967,Prenom967,24/09/1992,prenom967.nom967@example.com,1818547747,Adresse967
2012000968,M0,Nom968,Prenom968,11/01/1999,prenom968.nom968@example.com,1256393645,Adresse968
2012000969,M0,Nom969,Prenom969,15/07/1984,prenom969.nom969@example.com,1332077630,Adresse969
2012000970,M0,Nom970,Prenom970,19/02/1984,prenom970.nom970@example.com,1872664939,Adresse970
2012000971,M0,Nom971,Prenom971,28/02/1985,prenom971.nom971@example.com,1842635696,Adresse971
2012000972,M1,Nom972,Prenom972,15/04/1981,prenom972.nom972@example.com,1669005935,Adresse972
2012000973,M0,Nom973,Prenom973,05/04/2002,prenom973.nom973@example.com,1065550775,Adresse973
2012000974,L1,Nom974,Prenom974,05/02/2004,prenom974.nom974@example.com,1624183993,Adresse974
2012000975,M0,Nom975,Prenom975,27/05/1981,prenom975.nom975@example.com,1193908736,Adresse975
2012000976,L0,Nom976,Prenom976,10/06/2004,prenom976.nom976@example.com,1018805138,Adresse976
2012000977,M0,Nom977,Prenom977,28/06/1990,prenom977.nom977@example.com,1869635964,Adresse977
2012000978,M0,Nom978,Prenom978,08/03/1990,prenom978.nom978@example.com,1822257479,Adresse978
2012000979,M0,Nom979,Prenom979,10/06/1994,prenom979.nom979@example.com,1865468968,Adresse979
2012000980,M1,Nom980,Prenom980,24/03/1998,prenom980.nom980@example.com,1705111313,Adresse980
2012000981,M0,Nom981,Prenom981,19/10/1989,prenom981.nom981@example.com,1620162320,Adresse981
2012000982,M1,Nom982,Prenom982,09/04/1996,prenom982.nom982@example.com,1504655893,Adresse982
2012000983,M1,Nom983,Prenom983,22/04/1985,prenom983.nom983@example.com,1595755915,Adresse983
2012000984,L2,Nom984,Prenom984,14/11/1992,prenom984.nom984@example.com,1865747896,Adresse984
2012000985,M0,Nom985,Prenom985,12/10/2004,prenom985.nom985@example.com,1327266647,Adresse985
2012000986,L0,Nom986,Prenom986,06/02/1994,prenom986.nom986@example.com,1794028227,Adresse986
2012000987,M1,Nom987,Prenom987,27/05/1989,prenom987.nom987@example.com,1545314919,Adresse987
2012000988,L2,Nom988,Prenom988,18/07/2003,prenom988.nom988@example.com,1091495821,Adresse988
2012000989,M0,Nom989,Prenom989,10/12/2005,prenom989.nom989@example.com,1837850189,Adresse989
2012000990,L1,Nom990,Prenom990,15/09/1989,prenom990.nom990@example.com,1445043534,Adresse990
2012000991,M1,Nom991,Prenom991,24/06/1984,prenom991.nom991@example.com,1661254240,Adresse991
2012000992,L1,Nom992,Prenom992,22/06/1986,prenom992.nom992@example.com,1363858984,Adresse992
2012000993,L1,Nom993,Prenom993,24/06/1990,prenom993.nom993@example.com,1119417614,Adresse993
2012000994,L0,Nom994,Prenom994,08/08/1994,prenom994.nom994@example.com,1369347072,Adresse994
2012000995,M1,Nom995,Prenom995,03/09/1996,prenom995.nom995@example.com,1272428987,Adresse995
2012000996,M0,Nom996,Prenom996,13/07/1989,prenom996.nom996@example.com,1344857502,Adresse996
2012000997,M1,Nom997,Prenom997,23/02/1984,prenom997.nom997@example.com,1703409651,Adresse997
2012000998,M1,Nom998,Prenom998,22/06/2003,prenom998.nom998@example.com,1783154699,Adresse998
2012000999,M1,Nom999,Prenom999,12/09/2001,prenom999.nom999@example.com,1502017679,Adresse999
2012001000,M0,Nom1000,Prenom1000,15/04/1986,prenom1000.nom1000@example.com,1500214164,Adresse1000
